"거래구분별(1)","투자자별(1)","투자자별(2)",시점,데이터
"거래량","보험","매수 (천주)",2021.02,35856
"거래량","보험","매수 (천주)",2021.03,47620
"거래량","보험","매수 (천주)",2021.04,47784
"거래량","보험","매수 (천주)",2021.05,42132
"거래량","보험","매수 (천주)",2021.06,44222
"거래량","보험","매수 (천주)",2021.07,34468
"거래량","보험","매수 (천주)",2021.08,30436
"거래량","보험","매수 (천주)",2021.09,34826
"거래량","보험","매수 (천주)",2021.10,30384
"거래량","보험","매수 (천주)",2021.11,32901
"거래량","보험","매수 (천주)",2021.12,41588
"거래량","보험","매수 (천주)",2022.01,37979
"거래량","보험","매수 (천주)",2022.02,30808
"거래량","보험","매수 (천주)",2022.03,37204
"거래량","보험","매수 (천주)",2022.04,34105
"거래량","보험","매수 (천주)",2022.05,29377
"거래량","보험","매수 (천주)",2022.06,34349
"거래량","보험","매수 (천주)",2022.07,36758
"거래량","보험","매수 (천주)",2022.08,36550
"거래량","보험","매수 (천주)",2022.09,27446
"거래량","보험","매수 (천주)",2022.10,28188
"거래량","보험","매수 (천주)",2022.11,40530
"거래량","보험","매수 (천주)",2022.12,38590
"거래량","보험","매수 (천주)",2023.01,37173
"거래량","보험","매수 (천주)",2023.02,35193
"거래량","보험","매수 (천주)",2023.03,38121
"거래량","보험","매수 (천주)",2023.04,36483
"거래량","보험","매수 (천주)",2023.05,31283
"거래량","보험","매수 (천주)",2023.06,41387
"거래량","보험","매수 (천주)",2023.07,38459
"거래량","보험","매수 (천주)",2023.08,33478
"거래량","보험","매수 (천주)",2023.09,29392
"거래량","보험","매수 (천주)",2023.10,25946
"거래량","보험","매수 (천주)",2023.11,33923
"거래량","보험","매수 (천주)",2023.12,37509
"거래량","보험","매수 (천주)",2024.01,40920
"거래량","보험","매수 (천주)",2024.02,33640
"거래량","보험","매수 (천주)",2024.03,35997
"거래량","보험","매수 (천주)",2024.04,35899
"거래량","보험","매수 (천주)",2024.05,33737
"거래량","보험","매수 (천주)",2024.06,28609
"거래량","보험","순매수 (천주)",2018.07,-7543
"거래량","보험","순매수 (천주)",2018.08,-2895
"거래량","보험","순매수 (천주)",2018.09,-6476
"거래량","보험","순매수 (천주)",2018.10,-5782
"거래량","보험","순매수 (천주)",2018.11,1600
"거래량","보험","순매수 (천주)",2018.12,6745
"거래량","보험","순매수 (천주)",2019.01,-6842
"거래량","보험","순매수 (천주)",2019.02,-12459
"거래량","보험","순매수 (천주)",2019.03,7697
"거래량","보험","순매수 (천주)",2019.04,-5117
"거래량","보험","순매수 (천주)",2019.05,9732
"거래량","보험","순매수 (천주)",2019.06,-10120
"거래량","보험","순매수 (천주)",2019.07,-13432
"거래량","보험","순매수 (천주)",2019.08,5870
"거래량","보험","순매수 (천주)",2019.09,-6047
"거래량","보험","순매수 (천주)",2019.10,-11237
"거래량","보험","순매수 (천주)",2019.11,-4325
"거래량","보험","순매수 (천주)",2019.12,-1449
"거래량","보험","순매수 (천주)",2020.01,685
"거래량","보험","순매수 (천주)",2020.02,-3162
"거래량","보험","순매수 (천주)",2020.03,-7670
"거래량","보험","순매수 (천주)",2020.04,-2366
"거래량","보험","순매수 (천주)",2020.05,13074
"거래량","보험","순매수 (천주)",2020.06,-15237
"거래량","보험","순매수 (천주)",2020.07,-11943
"거래량","보험","순매수 (천주)",2020.08,-29732
"거래량","보험","순매수 (천주)",2020.09,-6085
"거래량","보험","순매수 (천주)",2020.10,-1509
"거래량","보험","순매수 (천주)",2020.11,-13291
"거래량","보험","순매수 (천주)",2020.12,-12410
"거래량","보험","순매수 (천주)",2021.01,-39236
"거래량","보험","순매수 (천주)",2021.02,-2650
"거래량","보험","순매수 (천주)",2021.03,1114
"거래량","보험","순매수 (천주)",2021.04,6959
"거래량","보험","순매수 (천주)",2021.05,-375
"거래량","보험","순매수 (천주)",2021.06,-10320
"거래량","보험","순매수 (천주)",2021.07,-31669
"거래량","보험","순매수 (천주)",2021.08,-1362
"거래량","보험","순매수 (천주)",2021.09,-1149
"거래량","보험","순매수 (천주)",2021.10,1896
"거래량","보험","순매수 (천주)",2021.11,-5740
"거래량","보험","순매수 (천주)",2021.12,-3575
"거래량","보험","순매수 (천주)",2022.01,-11526
"거래량","보험","순매수 (천주)",2022.02,-2767
"거래량","보험","순매수 (천주)",2022.03,-9260
"거래량","보험","순매수 (천주)",2022.04,-15772
"거래량","보험","순매수 (천주)",2022.05,-12103
"거래량","보험","순매수 (천주)",2022.06,-30212
"거래량","보험","순매수 (천주)",2022.07,-2773
"거래량","보험","순매수 (천주)",2022.08,-3404
"거래량","보험","순매수 (천주)",2022.09,-5143
"거래량","보험","순매수 (천주)",2022.10,-7887
"거래량","보험","순매수 (천주)",2022.11,-2356
"거래량","보험","순매수 (천주)",2022.12,-12253
"거래량","보험","순매수 (천주)",2023.01,-1253
"거래량","보험","순매수 (천주)",2023.02,-3495
"거래량","보험","순매수 (천주)",2023.03,-6813
"거래량","보험","순매수 (천주)",2023.04,-2114
"거래량","보험","순매수 (천주)",2023.05,-1664
"거래량","보험","순매수 (천주)",2023.06,2842
"거래량","보험","순매수 (천주)",2023.07,-4041
"거래량","보험","순매수 (천주)",2023.08,-2949
"거래량","보험","순매수 (천주)",2023.09,-210
"거래량","보험","순매수 (천주)",2023.10,-4953
"거래량","보험","순매수 (천주)",2023.11,-3328
"거래량","보험","순매수 (천주)",2023.12,902
"거래량","보험","순매수 (천주)",2024.01,6406
"거래량","보험","순매수 (천주)",2024.02,-7643
"거래량","보험","순매수 (천주)",2024.03,-6101
"거래량","보험","순매수 (천주)",2024.04,-1832
"거래량","보험","순매수 (천주)",2024.05,-5386
"거래량","보험","순매수 (천주)",2024.06,-9274
"거래량","투자신탁","매도 (천주)",2018.07,141971
"거래량","투자신탁","매도 (천주)",2018.08,135501
"거래량","투자신탁","매도 (천주)",2018.09,115918
"거래량","투자신탁","매도 (천주)",2018.10,147514
"거래량","투자신탁","매도 (천주)",2018.11,133927
"거래량","투자신탁","매도 (천주)",2018.12,152071
"거래량","투자신탁","매도 (천주)",2019.01,152542
"거래량","투자신탁","매도 (천주)",2019.02,119664
"거래량","투자신탁","매도 (천주)",2019.03,151853
"거래량","투자신탁","매도 (천주)",2019.04,156710
"거래량","투자신탁","매도 (천주)",2019.05,148103
"거래량","투자신탁","매도 (천주)",2019.06,157819
"거래량","투자신탁","매도 (천주)",2019.07,164546
"거래량","투자신탁","매도 (천주)",2019.08,137165
"거래량","투자신탁","매도 (천주)",2019.09,121334
"거래량","투자신탁","매도 (천주)",2019.10,117483
"거래량","투자신탁","매도 (천주)",2019.11,142080
"거래량","투자신탁","매도 (천주)",2019.12,156550
"거래량","투자신탁","매도 (천주)",2020.01,157606
"거래량","투자신탁","매도 (천주)",2020.02,137549
"거래량","투자신탁","매도 (천주)",2020.03,240523
"거래량","투자신탁","매도 (천주)",2020.04,148233
"거래량","투자신탁","매도 (천주)",2020.05,146335
"거래량","투자신탁","매도 (천주)",2020.06,218500
"거래량","투자신탁","매도 (천주)",2020.07,169717
"거래량","투자신탁","매도 (천주)",2020.08,195575
"거래량","투자신탁","매도 (천주)",2020.09,189762
"거래량","투자신탁","매도 (천주)",2020.10,129964
"거래량","투자신탁","매도 (천주)",2020.11,213064
"거래량","투자신탁","매도 (천주)",2020.12,287190
"거래량","투자신탁","매도 (천주)",2021.01,283850
"거래량","투자신탁","매도 (천주)",2021.02,250510
"거래량","투자신탁","매도 (천주)",2021.03,290362
"거래량","투자신탁","매도 (천주)",2021.04,237020
"거래량","투자신탁","매도 (천주)",2021.05,175388
"거래량","투자신탁","매도 (천주)",2021.06,268111
"거래량","투자신탁","매도 (천주)",2021.07,183387
"거래량","투자신탁","매도 (천주)",2021.08,156997
"거래량","투자신탁","매도 (천주)",2021.09,163829
"거래량","투자신탁","매도 (천주)",2021.10,142725
"거래량","투자신탁","매도 (천주)",2021.11,186073
"거래량","투자신탁","매도 (천주)",2021.12,189418
"거래량","투자신탁","매도 (천주)",2022.01,138322
"거래량","투자신탁","매도 (천주)",2022.02,116079
"거래량","투자신탁","매도 (천주)",2022.03,162782
"거래량","투자신탁","매도 (천주)",2022.04,176125
"거래량","투자신탁","매도 (천주)",2022.05,161017
"거래량","투자신탁","매도 (천주)",2022.06,187010
"거래량","투자신탁","매도 (천주)",2022.07,138201
"거래량","투자신탁","매도 (천주)",2022.08,146788
"거래량","투자신탁","매도 (천주)",2022.09,139560
"거래량","투자신탁","매도 (천주)",2022.10,130836
"거래량","투자신탁","매도 (천주)",2022.11,141045
"거래량","투자신탁","매도 (천주)",2022.12,154702
"거래량","투자신탁","매도 (천주)",2023.01,155569
"거래량","투자신탁","매도 (천주)",2023.02,164559
"거래량","투자신탁","매도 (천주)",2023.03,185609
"거래량","투자신탁","매도 (천주)",2023.04,204727
"거래량","투자신탁","매도 (천주)",2023.05,121344
"거래량","투자신탁","매도 (천주)",2023.06,149613
"거래량","투자신탁","매도 (천주)",2023.07,150756
"거래량","투자신탁","매도 (천주)",2023.08,147213
"거래량","투자신탁","매도 (천주)",2023.09,130995
"거래량","투자신탁","매도 (천주)",2023.10,96380
"거래량","투자신탁","매도 (천주)",2023.11,119713
"거래량","투자신탁","매도 (천주)",2023.12,161976
"거래량","투자신탁","매도 (천주)",2024.01,145812
"거래량","투자신탁","매도 (천주)",2024.02,152740
"거래량","투자신탁","매도 (천주)",2024.03,154646
"거래량","투자신탁","매도 (천주)",2024.04,138123
"거래량","투자신탁","매도 (천주)",2024.05,120488
"거래량","투자신탁","매도 (천주)",2024.06,184203
"거래량","투자신탁","매수 (천주)",2018.07,131722
"거래량","투자신탁","매수 (천주)",2018.08,122132
"거래량","투자신탁","매수 (천주)",2018.09,106004
"거래량","투자신탁","매수 (천주)",2018.10,127939
"거래량","투자신탁","매수 (천주)",2018.11,123844
"거래량","투자신탁","매수 (천주)",2018.12,150867
"거래량","투자신탁","매수 (천주)",2019.01,149407
"거래량","투자신탁","매수 (천주)",2019.02,107086
"거래량","투자신탁","매수 (천주)",2019.03,134881
"거래량","투자신탁","매수 (천주)",2019.04,145679
"거래량","투자신탁","매수 (천주)",2019.05,151005
"거래량","투자신탁","매수 (천주)",2019.06,138894
"거래량","투자신탁","매수 (천주)",2019.07,126500
"거래량","투자신탁","매수 (천주)",2019.08,116610
"거래량","투자신탁","매수 (천주)",2019.09,91615
"거래량","투자신탁","매수 (천주)",2019.10,103167
"거래량","투자신탁","매수 (천주)",2019.11,104996
"거래량","투자신탁","매수 (천주)",2019.12,127242
"거래량","투자신탁","매수 (천주)",2020.01,115113
"거래량","투자신탁","매수 (천주)",2020.02,114356
"거래량","투자신탁","매수 (천주)",2020.03,176437
"거래량","투자신탁","매수 (천주)",2020.04,120707
"거래량","투자신탁","매수 (천주)",2020.05,132205
"거래량","투자신탁","매수 (천주)",2020.06,166124
"거래량","투자신탁","매수 (천주)",2020.07,135873
"거래량","투자신탁","매수 (천주)",2020.08,138156
"거래량","투자신탁","매수 (천주)",2020.09,151300
"거래량","투자신탁","매수 (천주)",2020.10,124046
"거래량","투자신탁","매수 (천주)",2020.11,164343
"거래량","투자신탁","매수 (천주)",2020.12,213624
"거래량","투자신탁","매수 (천주)",2021.01,208188
"거래량","투자신탁","매수 (천주)",2021.02,257654
"거래량","투자신탁","매수 (천주)",2021.03,290219
"거래량","투자신탁","매수 (천주)",2021.04,236616
"거래량","투자신탁","매수 (천주)",2021.05,179947
"거래량","투자신탁","매수 (천주)",2021.06,258879
"거래량","투자신탁","매수 (천주)",2021.07,176079
"거래량","투자신탁","매수 (천주)",2021.08,212195
"거래량","투자신탁","매수 (천주)",2021.09,166814
"거래량","투자신탁","매수 (천주)",2021.10,141391
"거래량","투자신탁","매수 (천주)",2021.11,162387
"거래량","투자신탁","매수 (천주)",2021.12,174158
"거래량","투자신탁","매수 (천주)",2022.01,138129
"거래량","투자신탁","매수 (천주)",2022.02,127490
"거래량","투자신탁","매수 (천주)",2022.03,145211
"거래량","투자신탁","매수 (천주)",2022.04,175177
